Review,Variable,Description_prompt,Answer_select,NR,SET,Title,Authors,Venue,Year,Filename,Goldstandard1_value,Goldstandard2_value,Match,Consensus_value
Pollo_2024,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",1,DEV,Assortative mating by size: patterns in water striders a meta-analysis of mating,"Arnqvist Lockerowe, James J Krupa",Evolutionary Ecology,1996,Arnqvist_1996.pdf,Unclear,Unclear,TRUE,Unclear
Pollo_2024,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",2,DEV,Female mating preferences in red junglefowl: a meta-analysis,"T H Parker, J D Ligon",Ethology Ecology and Evolution,2003,Parker_2003.pdf,Unclear,Unclear,TRUE,Unclear
Pollo_2024,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",3,DEV,Fertilization competence and sperm size variation in sperm-heteromorphic insects,"G Bernasconi, B Hellriegel",Evolutionary Ecology,2004,Bernasconi_2005.pdf,Other,Other,TRUE,Unclear
Pollo_2024,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",4,DEV,"META-ANALYSIS SUGGESTS CHOOSY FEMALES GET SEXY SONS MORE THAN ""GOOD GENES""","Zofia M Prokop, Łukasz Michalczyk, Szymon M Drobniak, Magdalena Herdegen, Jacek Radwan",Evolution,2012,Prokop_2012.pdf,"Web of Science, Forward citations of key papers, Other","Web of Science, Forward citations of key papers, Other",TRUE,"Databases: Web of Science, Forward citations of key papers, requests"
Pollo_2024,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",5,DEV,Male Red-winged Blackbirds with experimentally dulled epaulets experience no disadvantage in sexual selection,"Ken Yasukawa, David A Enstrom, Patricia G Parker, Thomas C Jones",Journal of Field Ornithology,2010,Yasukawa_2010.pdf,Unclear,Unclear,TRUE,Unclear
Pollo_2024,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",6,DEV,Sexual selection in females and the evolution of polyandry,"Salome ´fromonteil 1☯, Lucas Marie-Orleach, Lennart Winkler, Tim Janicke",PLoS Biology,2023,Fromonteil_2023.pdf,"Web of Science, Backward citations of key papers","Web of Science, Backward citations of key papers",TRUE,"Databases: Web of Science, Backward citations of key papers"
Pollo_2024,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",7,DEV,The influence of male ejaculate quantity on female fitness: a meta-analysis,"Adam South, Sara M Lewis",Biological Reviews,2011,South_2011.pdf,"Web of Science, Scopus, Google Scholar, Backward citations of key papers","Web of Science, Scopus, Google Scholar, Backward citations of key papers",TRUE,"Databases: Web of Science, Databases: Scopus, Google Scholar, Backward citations of key papers"
Pollo_2024,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",8,DEV,The relative importance of various mating criteria in copepods,"Matthew J Powers, Alan E Wilson, Kyle B Heine, Geoffrey E Hill",Journal of Plankton Research,2020,Powers_2020.pdf,"Web of Science, Other databases that also cover grey literature, Google Scholar","Web of Science, Other databases that also cover grey literature, Google Scholar",TRUE,"Databases: Web of Science, Other databases that also cover grey literature, Google Scholar"
Pollo_2024,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",9,TEST,Male mating history and female fecundity in the Lepidoptera: do male virgins make better partners?,"Luis M Torres-Vila, Michael D Jennions",Behavioral Ecology and Sociobiology,2005,Torres-Vila_2005,Unclear,Unclear,TRUE,"Databases: Web of Science, requests"
Pollo_2024,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",10,TEST,Assortative Mating in Animals,"Yuexin Jiang, Daniel I Bolnick, Mark Kirkpatrick",American Naturalist,2013,Jiang_2013,"Web of Science, Other databases that cover only published studies, Google Scholar","Web of Science, Other databases that cover only published studies, Google Scholar",TRUE,Unclear
Pollo_2024,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",11,TEST,Darwinian sex roles confirmed across the animal kingdom,"Tim Janicke, Ines K Häderer, Marc J Lajeunesse, Nils Anthes",Science Advances,2016,Janicke_2016,"Web of Science, Other","Web of Science, Other",TRUE,"Databases: Web of Science, Other databases that cover only published studies, Google Scholar"
Pollo_2024,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",12,TEST,Measuring and interpreting sexual selection metrics: evaluation and guidelines,"Nils Anthes, Ines K H € Aderer, Nico K Michiels, Tim Janicke",Methods in Ecology and Evolution,2017,Anthes_2017,Other,Other,TRUE,Other
Pollo_2024,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",13,TEST,Mechanisms of Social Influence: A Meta-Analysis of the Effects of Social Information on Female Mate Choice Decisions,"Blake Carlton Jones, Emily H Duval",Frontiers in Ecology and Evolution,2019,Jones_2019,Web of Science,Web of Science,TRUE,Databases: Web of Science
Pollo_2024,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",14,TEST,No evidence of immediate fitness benefits of within-season divorce in monogamous birds,"Antica Culina, Lyanne Brouwer",Biology Letters,2022,Culina_2022,"Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature","Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature",TRUE,"Databases: Web of Science, Databases: Scopus, Other databases that cover only published studies, Other databases that also cover grey literature"
Pollo_2024,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",15,TEST,The relative importance of size and asymmetry in sexual selection,"R Thornhill, A P Moller",Behavioral Ecology,1998,Thornhill_1998,Other,Other,TRUE,Other
Pollo_2024,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",16,TEST,Variation in pre-and post-copulatory sexual selection on male genital size in two species of lygaeid bug,"Liam R Dougherty, David M Shuker",Behavioral Ecology and Sociobiology,2016,Dougherty_2016,Unclear,Unclear,TRUE,Unclear
Pollo_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",1,DEV,Assortative mating by size: patterns in water striders a meta-analysis of mating,"Arnqvist Lockerowe, James J Krupa",Evolutionary Ecology,1996,Arnqvist_1996.pdf,No,No,TRUE,No
Pollo_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): Yes, No",2,DEV,Female mating preferences in red junglefowl: a meta-analysis,"T H Parker, J D Ligon",Ethology Ecology and Evolution,2003,Parker_2003.pdf,No,No,TRUE,Yes
