Review,SET,Date,Person,Variable_nr,Iteration,Column_name,Instructions,Answer_structure,Notes,N_correct,N_incorrect,Censor
Morrison_2024,DEV,12-Apr-25,ML,14,1,Dosage highest,"Record the dose of the highest exposure group (that is not used as a control). Record the units of concentration used for the highest dose of pesticide exposure (if unclear or not reported select ""not reported"").",,Agreement: 6/8. Note: answers need cleaning - refine the prompt,6,2,0
Morrison_2024,DEV,12-Apr-25,ML,14,2,Dosage highest,"Record the highest dose of pesticide fish were exposed to during experiments measuring effects on behaviour. Record the units of concentration used for the highest dose of pesticide exposure. If unclear or not reported answer ""not reported"".",,Agreement: 7/8. Note: answers need cleaning - refine the prompt,7,1,0
Morrison_2024,DEV,12-Apr-25,ML,14,3,Dosage highest,"Record the highest dose of pesticide fish were exposed to during experiments measuring effects on behaviour. Record the units of concentration used for the highest dose of pesticide exposure. If unclear or not reported answer ""not reported"". Answer by providing only a single number and unit, without additional text, comments or context (i.e. do not answer with full sentences)",,Agreement: 7/8. Note: in nr 8 at max. concentration all fish died so not used for behav tests. FINISHED,7,1,0
Morrison_2024,DEV,12-Apr-25,ML,14,GOLD STANDARD,Dosage highest,"Record the dose of the highest exposure group (that is not used as a control).  Record the units of concentration used for the highest dose of pesticide exposure (if unclear or not reported select ""not reported"").",,"Note: columns ""dosage_highest"" and ""dosage_highest_unit """,,,0
Morrison_2024,TEST,13-Apr-25,ML,14,GOLD STANDARD,Dosage highest,"Record the dose of the highest exposure group (that is not used as a control).  Record the units of concentration used for the highest dose of pesticide exposure (if unclear or not reported select ""not reported"").",,"Note: columns ""dosage_highest"" and ""dosage_highest_unit """,,,0
Morrison_2024,TEST,13-Apr-25,ML,14,TEST,Dosage highest,"Record the highest dose of pesticide fish were exposed to during experiments measuring effects on behaviour. Record the units of concentration used for the highest dose of pesticide exposure. If unclear or not reported, answer ""not reported"". Answer by providing only a single number and unit, without additional text, comments or context (i.e. do not answer with full sentences)",,Agreement: 7/8. Elicit found two human mistakes,7,1,0
Mizuno_2024,DEV,13-Apr-25,ML,1,1,Bird species,Bird species Latin binomial name (if specified),,Agreement: 7/8. Note: clan the answers ,7,1,0
Mizuno_2024,DEV,13-Apr-25,ML,1,2,Bird species,"Report species Latin binomial name of birds used in the experiment on the effects of conspicuous wing patterns such as eye-spots (if specified). If not specified, code as ""none"". If more than one bird species used, list all bird species names, separated by a comma. Answer by providing only Latin binomial name of birds used in the experiment on the effects of conspicuous wing patterns such as eye-spots, without additional text, comments or context (i.e. do not answer with full sentences)",,Agreement: 7/8. Note: FINISHED,7,1,0
Mizuno_2024,DEV,13-Apr-25,ML,1,GOLD STANDARD,Bird species,Bird species Latin binomial name (if specified),Name,"Note:  column ""Bird_species"". Nr 4 used two bird species for two different experiments.",,,0
Mizuno_2024,TEST,13-Apr-25,ML,1,GOLD STANDARD,Bird species,Bird species Latin binomial name (if specified),Name,"Note:  column ""Bird_species"". Nr 4 used two bird species for two different experiments.",,,0
Mizuno_2024,TEST,13-Apr-25,ML,1,TEST,Bird species,"Report species Latin binomial name of birds used in the experiment on the effects of conspicuous wing patterns such as eye-spots (if specified). If not specified, code as ""none"". If more than one bird species used, list all bird species names, separated by a comma. Answer by providing only Latin binomial name of birds used in the experiment on the effects of conspicuous wing patterns such as eye-spots, without additional text, comments or context (i.e. do not answer with full sentences)",,Agreement: 6/8,6,2,0
Mizuno_2024,DEV,13-Apr-25,ML,2,1,Bird sex,Subject bird sex (if specified). Predefined list (select one answer),"male, female,  both",Agreement: 7/8. Note: add NA to the answers ,7,1,0
Mizuno_2024,DEV,13-Apr-25,ML,2,2,Bird sex,"Subject bird sex (if specified). If not specified, code as ""NA"". If females and males used, code as ""both"" only. Predefined list (select one answer)","male, female,  both, NA",Agreement: 7/8. Note: FINISHED,7,1,0
Mizuno_2024,DEV,13-Apr-25,ML,2,GOLD STANDARD,Bird sex,Subject bird sex (if specified),"Predefined list (select one answer): male, female,  both","Note:  column ""Bird_sex""",,,0
Mizuno_2024,TEST,13-Apr-25,ML,2,GOLD STANDARD,Bird sex,Subject bird sex (if specified),"Predefined list (select one answer): male, female,  both","Note:  column ""Bird_sex""",,,0
Mizuno_2024,TEST,13-Apr-25,ML,2,TEST,Bird sex,"Subject bird sex (if specified). If not specified, code as ""NA"". If females and males used, code as ""both"" only. Predefined list (select one answer)","male, female,  both, NA",Agreement: 6/8,6,2,0
Mizuno_2024,DEV,13-Apr-25,ML,3,1,Bird age,Subject bird age (if specified). Predefined list (select one answer),"adult, chick","Agreement: 7/8. Note: add NA and ""nestling"" to the answers ",7,1,0
Mizuno_2024,DEV,13-Apr-25,ML,3,2,Bird age,"Subject bird age (if specified). If not specified, code as ""NA"".  Only consider experiments on wing spots and eyespots. Predefined list (select one answer)","adult, chick, nestling, NA",Agreement: 7/8. Note: FINISHED,7,1,0
Mizuno_2024,DEV,13-Apr-25,ML,3,GOLD STANDARD,Bird age,Subject bird age (if specified),"Predefined list (select one answer): adult, chick","Note:  column ""Bird_age""",,,0
Mizuno_2024,TEST,13-Apr-25,ML,3,GOLD STANDARD,Bird age,Subject bird age (if specified),"Predefined list (select one answer): adult, chick","Note:  column ""Bird_age""",,,0
Mizuno_2024,TEST,13-Apr-25,ML,3,TEST,Bird age,"Subject bird age (if specified). If not specified, code as ""NA"".  Only consider experiments on wing spots and eyespots. Predefined list (select one answer)","adult, chick, nestling, NA",Agreement: 7/8,7,1,0
Mizuno_2024,DEV,13-Apr-25,ML,4,1,Treatment stimulus,Type of presented stimulus pattern (eyespots or non-eyespot but  conspicuousness pattern). Predefined list (select one answer),"eyespot, non-eyespot ",Agreement: 0/8. Note: refine the prompt,0,8,0
Mizuno_2024,DEV,13-Apr-25,ML,4,2,Treatment stimulus,"What type of experimental treatments in terms of conspicuous prey patterns were used in the experiment? The conspicuous pattern usually should be presented on the prey body (butterfly or moth wings, or caterpillar)","eyespot, non-eyespot ",Agreement: 0/8. Note: refine the prompt,0,8,0
Mizuno_2024,DEV,13-Apr-25,ML,4,3,Treatment stimulus,"What type of experimental treatments in terms of conspicuous prey patterns were used in the experiment? The conspicuous pattern usually should be presented on the prey body (butterfly or moth wings, or caterpillar). The eyespots (eye spots) are contrasting concentric circles/Non-eyespot pattern are filled shapes on contrasting backgrounds or patterns mimicking real eyes.","eyespot, non-eyespot ",Agreement: 0/8. Note: refine the prompt,0,8,0
Mizuno_2024,DEV,13-Apr-25,ML,4,4,Treatment stimulus,"Did any of  the experiments described in the article used eyespot pattern  as a treatment stimulus? The eyespot pattern (eye spots) is made of contrasting concentric circles, usually black. Non-eyespot pattern are filled shapes on contrasting backgrounds or patterns mimicking real eyes.","eyespot, non-eyespot ",Agreement: 0/8. Note: refine the prompt,0,8,0
Mizuno_2024,DEV,13-Apr-25,ML,4,5,Treatment stimulus,"Did any of  the experiments described in the article investigated effects of eyespot pattern  aon prey survival or probability or being approached by a bird or other predator? If yes, answer ""eyespot"". If other conspicuous patterns or shapes were used, answer ""non-eyespot"".","eyespot, non-eyespot ","Agreement: 0/8, Note: REMOVE VARIABLE",0,8,0
Mizuno_2024,DEV,13-Apr-25,ML,4,GOLD STANDARD,Treatment stimulus,Type of presented stimulus pattern (eyespots or non-eyespot but  conspicuousness pattern),"Predefined list (select one answer):
eyespot, non_eyespot ","Note:  column ""Treatment_stimulus""",,,0
Mizuno_2024,DEV,13-Apr-25,ML,5,1,Type prey,"Prey material type. 'Real' if a real/imitation of a particular butterfly was used as prey, otherwise artificial. Predefined list (select one answer)","real, artificial ",Agreement: 6/8. Note: refine the prompt,6,2,0
Mizuno_2024,DEV,13-Apr-25,ML,5,2,Type prey,"Prey material type. Answer 'Real', if the authors used a real butterfly/moth/caterpillar, or patterning of a real butterfly/moth/caterpillar species, or a modified patterning of a real butterfly/moth/caterpillar species. If the authors used geometrical or simplified patterns, answer ""artificial"". Predefined list (select one answer)","real, artificial ",Agreement: 7/8. Note: FINISHED,7,1,0
Mizuno_2024,DEV,13-Apr-25,ML,5,GOLD STANDARD,Type prey,"Prey material type. 'Real' if a real/imitation of a particular butterfly was used as prey, otherwise artificial","Predefined list (select one answer): real, artificial ","Note:  column ""Type_prey""",,,0
